fecha,nombre_tortuga,marca_nombre,especie_nombre_latino,numero_recaptura,a_c_c,l_c_c,lugar,geografía,sexo_correcto
2019-08-01T00:00:00Z,La lentejita,GT 12223,Chelonia mydas,1,58.5,57.5,Isla San Pedro Mártir,isla,Indefinido
2019-08-01T00:00:00Z,La Sicaria,GT 12225,Chelonia mydas,1,66,70.5,Isla San Pedro Mártir,isla,Hembra
2019-08-25T00:00:00Z,Que loca,G 12227,Chelonia mydas,1,72,73,Laguna La Cruz,estuario,Hembra
2019-08-25T00:00:00Z,Marrana,GT 10180,Chelonia mydas,2,69,71,Laguna La Cruz,estuario,Hembra
2019-08-30T00:00:00Z,Martina,GT 12231,Chelonia mydas,1,57,60,Isla San Pedro Mártir,isla,Indefinido
2019-08-30T00:00:00Z,Dulce,GT 12233,Chelonia mydas,1,56.3,57.6,Isla San Pedro Mártir,isla,Indefinido
2019-08-30T00:00:00Z,Alina,GT 12234,Chelonia mydas,1,50,52.5,Isla San Pedro Mártir,isla,Indefinido
2019-08-30T00:00:00Z,Alison,GT 12236,Chelonia mydas,1,50,47.6,Isla San Pedro Mártir,isla,Indefinido
2019-09-22T00:00:00Z,Que loca,GT 12227,Chelonia mydas,2,71.9,72.8,Laguna La Cruz,estuario,Hembra
2019-09-29T00:00:00Z,Roberto Escamilla,GT 12238,Chelonia mydas,1,64.5,67.5,Isla San Pedro Mártir,isla,Hembra
2019-09-29T00:00:00Z,Omar,GT 12240,Chelonia mydas,1,51,53,Isla San Pedro Mártir,isla,Indefinido
2019-09-29T00:00:00Z,Tachito,GT 12243,Chelonia mydas,1,64.6,65.5,Isla San Pedro Mártir,isla,Indefinido
2019-10-11T00:00:00Z,Miny,GT 12244,Lepidochelys olivacea,1,67,64,Playa,playa,Hembra
NA,x,x,NA,1,NA,NA,Isla San Pedro Mártir,isla,NA
2019-10-20T00:00:00Z,Mille,GT 12247,Chelonia mydas,1,77,80,Laguna La Cruz,estuario,Hembra
2019-10-20T00:00:00Z,Alicia,GT 12248,Chelonia mydas,2,57,59,Laguna La Cruz,estuario,Indefinido
2019-10-20T00:00:00Z,Ileim,GT 12250,Chelonia mydas,1,62.5,65,Laguna La Cruz,estuario,Indefinido
2019-10-20T00:00:00Z,Maria,GT 12252,Chelonia mydas,1,67,70,Laguna La Cruz,estuario,Indefinido
2019-10-20T00:00:00Z,Mima,GT 12254,Chelonia mydas,1,72,798,Laguna La Cruz,estuario,Hembra
2019-10-20T00:00:00Z,Kiara,GT 12256,Chelonia mydas,1,61.5,67.5,Laguna La Cruz,estuario,Indefinido
2019-10-20T00:00:00Z,Lucia,GT 12258,Chelonia mydas,1,61,64,Laguna La Cruz,estuario,Indefinido
2019-10-20T00:00:00Z,Juana,GT 12261,Chelonia mydas,3,74,80,Laguna La Cruz,estuario,Hembra
2019-10-20T00:00:00Z,Carly,GT 12262,Chelonia mydas,1,59,62,Laguna La Cruz,estuario,Indefinido
2019-10-20T00:00:00Z,Marcela,GT 12265,Chelonia mydas,1,63,63,Laguna La Cruz,estuario,Indefinido
2019-10-26T00:00:00Z,Saryev,GT 12267,Chelonia mydas,1,56.5,56.5,Isla San Pedro Mártir,isla,Indefinido
2019-10-26T00:00:00Z,Iris,GT 12269,Chelonia mydas,1,58.5,60.7,Isla San Pedro Mártir,isla,Indefinido
2019-10-26T00:00:00Z,Norawa,GT 12271,Lepidochelys olivacea,1,68.4,65.5,Mar Abierto,NA,Hembra
2019-10-30T00:00:00Z,Lucesita,GT 12272,Lepidochelys olivacea,1,71,65,Playa,playa,Hembra
2019-11-06T00:00:00Z,La ventanita,GT 12275,Chelonia mydas,1,64.5,65,Isla San Pedro Mártir,isla,Indefinido
2019-11-19T00:00:00Z,Mikey,GT 12200,Chelonia mydas,1,66,66.5,Laguna La Cruz,estuario,Indefinido
2019-12-04T00:00:00Z,Olivia 2,GT 12277,Chelonia mydas,1,46.5,50.5,Isla San Pedro Mártir,isla,Indefinido
2019-12-04T00:00:00Z,Bailey,GT 12279,Chelonia mydas,1,55.5,59.5,Isla San Pedro Mártir,isla,Indefinido
2019-12-04T00:00:00Z,Nicolas,GT 12281,Chelonia mydas,1,65.3,67.3,Isla San Pedro Mártir,isla,Macho
2019-12-22T00:00:00Z,Jade,GT 12282,Chelonia mydas,1,62,65.5,Isla San Pedro Mártir,isla,Indefinido
2020-02-16T00:00:00Z,Megan - recaptura,GT 11567,Chelonia mydas,1,50,55,Laguna La Cruz,estuario,Indefinido
2020-02-16T00:00:00Z,La Puentera,GT 12284,Chelonia mydas,1,69.5,74.6,Laguna La Cruz,estuario,Hembra
2020-03-03T00:00:00Z,Tutifruty,GT 12286,Chelonia mydas,2,60,63.2,Laguna La Cruz,estuario,Indefinido
2020-03-03T00:00:00Z,Pixl,GT 12288,Chelonia mydas,1,70.7,76.5,Laguna La Cruz,estuario,Hembra
2020-03-03T00:00:00Z,Uno,GT 12290,Chelonia mydas,1,62.9,65,Laguna La Cruz,estuario,Indefinido
2020-03-07T00:00:00Z,Jacalito,GT 12292,Chelonia mydas,1,72.5,74,Isla San Pedro Mártir,isla,Hembra
2020-03-07T00:00:00Z,Dilan,GT 12297,Chelonia mydas,1,56,58,Isla San Pedro Mártir,isla,Indefinido
2020-03-07T00:00:00Z,Fofo,GT 12294,Chelonia mydas,1,64,66,Isla San Pedro Mártir,isla,Indefinido
2020-04-07T00:00:00Z,Ramiro,GT 15701,Chelonia mydas,2,64,67.5,Laguna La Cruz,estuario,Indefinido
2020-04-30T00:00:00Z,Juana,GT 12261,Chelonia mydas,3,74.5,81,Laguna La Cruz,estuario,Hembra
2020-04-30T00:00:00Z,Fedserica,Gt 15703,Chelonia mydas,1,55,60,Laguna La Cruz,estuario,Indefinido
2020-04-30T00:00:00Z,Yajaira,GT 15705,Chelonia mydas,1,67,67,Laguna La Cruz,estuario,Indefinido
2020-04-30T00:00:00Z,Pepancha,GT 15707,Chelonia mydas,1,68,73.6,Laguna La Cruz,estuario,Hembra
2020-04-30T00:00:00Z,Alejo,GT 15709,Chelonia mydas,1,64,69,Laguna La Cruz,estuario,Indefinido
2020-04-30T00:00:00Z,Jeniffer-2,X_GT 10870,Chelonia mydas,1,57,63.5,Laguna La Cruz,estuario,Indefinido
2020-04-30T00:00:00Z,Covid # 19,GT 15711,Chelonia mydas,1,84,90.6,Laguna La Cruz,estuario,Hembra
2020-04-30T00:00:00Z,Pandemia,GT 15713,Chelonia mydas,1,57.5,58.5,Laguna La Cruz,estuario,Indefinido
2020-05-01T00:00:00Z,Jordan,GT 15715,Chelonia mydas,2,62,64.5,Laguna La Cruz,estuario,Indefinido
2020-05-01T00:00:00Z,Contingencia,GT 15717,Chelonia mydas,1,75.5,78,Laguna La Cruz,estuario,Hembra
2020-05-01T00:00:00Z,Lillian,GT 15719,Chelonia mydas,2,63.5,68,Laguna La Cruz,estuario,Indefinido
2020-05-01T00:00:00Z,Doña,GT 15721,Chelonia mydas,1,59,59,Laguna La Cruz,estuario,Indefinido
2020-05-01T00:00:00Z,Nubarron,GT 15723,Chelonia mydas,1,59,60,Laguna La Cruz,estuario,Indefinido
2020-05-01T00:00:00Z,Pish,GT 15725,Chelonia mydas,1,67,71.5,Laguna La Cruz,estuario,Hembra
2020-05-01T00:00:00Z,Paige,GT 15727,Chelonia mydas,1,74.5,80.5,Laguna La Cruz,estuario,Hembra
2020-05-01T00:00:00Z,Frida,GT 15729,Chelonia mydas,1,78.5,83.5,Laguna La Cruz,estuario,Hembra
2020-05-01T00:00:00Z,Pinta,GT 15730,Chelonia mydas,2,71,73,Laguna La Cruz,estuario,Hembra
2020-05-01T00:00:00Z,Canela,GT 15732,Chelonia mydas,1,55,59,Laguna La Cruz,estuario,Indefinido
2020-05-01T00:00:00Z,Mia,GT 15735,Chelonia mydas,1,53,56.5,Laguna La Cruz,estuario,Indefinido
2020-05-15T00:00:00Z,Marito,GT 15736,Chelonia mydas,1,71,74,Laguna La Cruz,estuario,Hembra
2020-05-15T00:00:00Z,Griselda,GT 15738,Chelonia mydas,2,54.5,58,Laguna La Cruz,estuario,Indefinido
2020-05-15T00:00:00Z,Ceci,GT 15740,Chelonia mydas,1,53.5,55.5,Laguna La Cruz,estuario,Indefinido
2020-05-15T00:00:00Z,Los Profes,GT 15742,Chelonia mydas,1,76.2,86,Laguna La Cruz,estuario,Hembra
2020-05-15T00:00:00Z,Yudy,GT 15744,Chelonia mydas,1,76,80,Laguna La Cruz,estuario,Hembra
2020-05-15T00:00:00Z,Grecia A.,GT 15746,Chelonia mydas,1,58,62.5,Laguna La Cruz,estuario,Indefinido
2020-05-15T00:00:00Z,Ines,GT 15748,Chelonia mydas,1,60,62,Laguna La Cruz,estuario,Indefinido
2020-05-15T00:00:00Z,Cecilia,GT 15750,Chelonia mydas,1,64,67.7,Laguna La Cruz,estuario,Indefinido
2020-05-15T00:00:00Z,Cynthia,GT 15752,Chelonia mydas,1,61.5,64.5,Laguna La Cruz,estuario,Indefinido
2020-05-15T00:00:00Z,Johana,GT 15754,Chelonia mydas,1,66.5,66,Laguna La Cruz,estuario,Indefinido
2020-05-15T00:00:00Z,Abigail,GT 15757,Chelonia mydas,1,59.5,58.4,Laguna La Cruz,estuario,Indefinido
2020-05-15T00:00:00Z,Panchito,GT 15758,Chelonia mydas,1,74,78.3,Laguna La Cruz,estuario,Hembra
2020-05-19T00:00:00Z,Pava,GT 15760,Chelonia mydas,1,56.2,58,Isla San Pedro Mártir,isla,Indefinido
2020-06-13T00:00:00Z,Arcoiris,GT 15762,Chelonia mydas,1,59.4,61.5,Laguna La Cruz,estuario,Indefinido
2020-06-13T00:00:00Z,Estrella,GT 15765,Chelonia mydas,1,68.5,74,Laguna La Cruz,estuario,Hembra
2020-06-13T00:00:00Z,Rebelde,GT 15766,Chelonia mydas,1,62,64,Laguna La Cruz,estuario,Indefinido
2020-06-13T00:00:00Z,Luna,GT 15768,Chelonia mydas,1,64.5,65.8,Laguna La Cruz,estuario,Indefinido
2020-06-13T00:00:00Z,Gloria,GT 15770,Chelonia mydas,1,69.6,72,Laguna La Cruz,estuario,Hembra
2020-06-13T00:00:00Z,Penelope,GT 15772,Chelonia mydas,1,77,82,Laguna La Cruz,estuario,Hembra
2020-06-13T00:00:00Z,Sirena Pirata,GT 15774,Chelonia mydas,1,77,82,Laguna La Cruz,estuario,Hembra
2020-06-13T00:00:00Z,Chocomil,GT 15776,Chelonia mydas,1,60,60,Laguna La Cruz,estuario,Indefinido
2020-06-13T00:00:00Z,Canica,GT 15778,Chelonia mydas,1,83,87.9,Laguna La Cruz,estuario,Hembra
2020-06-13T00:00:00Z,Mar,GT 15780,Chelonia mydas,1,63,67,Laguna La Cruz,estuario,Indefinido
2020-06-21T00:00:00Z,Mario Becerra,GT 15782,Chelonia mydas,1,65,65,Isla San Pedro Mártir,isla,Indefinido
2020-06-21T00:00:00Z,Coronavirus,GT 15785,Chelonia mydas,1,59.1,65,Isla San Pedro Mártir,isla,Indefinido
2020-06-28T00:00:00Z,Susana,GT 15786,Chelonia mydas,1,83,91,Laguna La Cruz,estuario,Hembra
2020-06-28T00:00:00Z,Quedate en casa,GT 15787,Chelonia mydas,1,66,71,Laguna La Cruz,estuario,Indefinido
2020-06-28T00:00:00Z,Chatita,GT 15790,Chelonia mydas,2,84.5,85,Laguna La Cruz,estuario,Hembra
2020-06-28T00:00:00Z,Samy,GT 15792,Chelonia mydas,2,69.4,76,Laguna La Cruz,estuario,Hembra
2020-07-15T00:00:00Z,Carmela,GT 15794,Chelonia mydas,1,85.2,86.8,Laguna La Cruz,estuario,Hembra
2020-07-15T00:00:00Z,Chatita - recaptura,GT 15790,Chelonia mydas,2,83.6,86.3,Laguna La Cruz,estuario,Hembra
2020-07-15T00:00:00Z,Pima,GT 15796,Chelonia mydas,1,72.5,75.2,Laguna La Cruz,estuario,Hembra
2020-07-15T00:00:00Z,Camila,GT 15798,Chelonia mydas,1,72.8,79.5,Laguna La Cruz,estuario,Hembra
2020-07-26T00:00:00Z,Roberto,GT 15800,Chelonia mydas,1,68,71,Isla San Pedro Mártir,isla,Indefinido
2020-07-26T00:00:00Z,Cimarron,GT 15802,Chelonia mydas,1,68,72,Isla San Pedro Mártir,isla,Hembra
2020-07-26T00:00:00Z,Popo RB,GT 15804,Chelonia mydas,2,57.5,63,Isla San Pedro Mártir,isla,Indefinido
2020-08-09T00:00:00Z,Biolorucos,GT 15806,Chelonia mydas,1,44.3,47.3,Isla San Pedro Mártir,isla,Indefinido
2020-08-09T00:00:00Z,Popo RB,GT 15804,Chelonia mydas,2,57.5,62.3,Isla San Pedro Mártir,isla,Indefinido
2020-08-09T00:00:00Z,Reny,GT 15807,Eretmochelys imbricata,1,45,NA,Isla San Pedro Mártir,isla,Indefinido
2020-08-11T00:00:00Z,Telesecu,GT 15810,Chelonia mydas,1,66.2,71,Laguna La Cruz,estuario,Hembra
2020-08-11T00:00:00Z,Tosikino,GT 15812,Chelonia mydas,2,63.6,66,Laguna La Cruz,estuario,Indefinido
2020-08-11T00:00:00Z,"""TGN""",GT 15814,Chelonia mydas,2,77.2,81.2,Laguna La Cruz,estuario,Hembra
2020-08-11T00:00:00Z,Pinta,GT 15730,Chelonia mydas,2,72,74,Laguna La Cruz,estuario,Hembra
2020-08-11T00:00:00Z,Mayra P.,GT 15816,Chelonia mydas,1,73.8,80.5,Laguna La Cruz,estuario,Hembra
2020-08-25T00:00:00Z,Julian Trinidad,GT 8151,Chelonia mydas,2,71,79,Laguna La Cruz,estuario,Hembra
2020-08-25T00:00:00Z,Chantelle,GT 15818,Chelonia mydas,1,79.3,87.2,Laguna La Cruz,estuario,Hembra
2020-08-25T00:00:00Z,Guicho,GT 15820,Chelonia mydas,1,66.2,68.1,Laguna La Cruz,estuario,Indefinido
2020-09-11T00:00:00Z,Laura,GT 15822,Chelonia mydas,1,68,72.3,Laguna La Cruz,estuario,Hembra
2020-09-11T00:00:00Z,Jose Ramon,GT 15824,Chelonia mydas,1,60.5,63.5,Laguna La Cruz,estuario,Indefinido
2020-09-11T00:00:00Z,Kristel,GT 15826,Chelonia mydas,3,57,62.8,Laguna La Cruz,estuario,Indefinido
2020-09-19T00:00:00Z,Ana Luisa,GT 15828,Chelonia mydas,1,54.9,57.3,Isla San Pedro Mártir,isla,Indefinido
2020-09-19T00:00:00Z,Ana G. Esquer,GT 15830,Chelonia mydas,1,57.1,58.3,Isla San Pedro Mártir,isla,Indefinido
2020-09-19T00:00:00Z,Profe Noe,GT 15832,Chelonia mydas,1,55.8,57.4,Isla San Pedro Mártir,isla,Indefinido
2020-09-19T00:00:00Z,Mauricio,GT 15834,Chelonia mydas,1,59.4,64.2,Isla San Pedro Mártir,isla,Indefinido
2020-09-24T00:00:00Z,Willy,GT 15836,Chelonia mydas,1,63,64.2,Laguna La Cruz,estuario,Indefinido
2020-09-24T00:00:00Z,Jose Humberto,X,Chelonia mydas,9,69.8,72.8,Laguna La Cruz,estuario,Indefinido
2020-09-24T00:00:00Z,Carlos Ferrero,GT 15839,Chelonia mydas,1,72,72.5,Laguna La Cruz,estuario,Indefinido
2020-09-24T00:00:00Z,Doña Tuchi,GT 15841,Chelonia mydas,1,65.6,70.7,Laguna La Cruz,estuario,Indefinido
2020-09-24T00:00:00Z,Bielo,GT 15843,Chelonia mydas,1,72.9,77.4,Laguna La Cruz,estuario,Hembra
2020-09-24T00:00:00Z,Ultra,GT 15845,Chelonia mydas,2,57,62.8,Laguna La Cruz,estuario,Indefinido
2020-09-24T00:00:00Z,Hame,Gt 15847,Chelonia mydas,1,54.5,56.5,Laguna La Cruz,estuario,Indefinido
2020-09-24T00:00:00Z,Mode,GT 15849,Chelonia mydas,1,63,64,Laguna La Cruz,estuario,Indefinido
2020-09-24T00:00:00Z,Guerreras,GT 15851,Chelonia mydas,1,70,75,Laguna La Cruz,estuario,Hembra
2020-09-24T00:00:00Z,Nalo,GT 15853,Chelonia mydas,2,62.9,65.9,Laguna La Cruz,estuario,Indefinido
2020-09-24T00:00:00Z,Lydia,GT 15855,Chelonia mydas,1,70,75,Laguna La Cruz,estuario,Hembra
2020-09-24T00:00:00Z,Marisela,GT 15857,Chelonia mydas,1,70.5,76.5,Laguna La Cruz,estuario,Hembra
2020-09-24T00:00:00Z,Ripol,GT 15859,Chelonia mydas,2,68.5,70.9,Laguna La Cruz,estuario,Indefinido
2020-09-24T00:00:00Z,Kristel,GT 15826,Chelonia mydas,3,57,62,Laguna La Cruz,estuario,Indefinido
2020-09-24T00:00:00Z,Pedrito,GT 15861,Chelonia mydas,1,64.6,65.7,Laguna La Cruz,estuario,Indefinido
2020-10-04T00:00:00Z,Chato,GT 15862,Eretmochelys imbricata,1,22.8,27.5,Isla Tiburon,isla,Indefinido
2020-10-10T00:00:00Z,Yoya,GT 15865,Chelonia mydas,1,64.4,69,Laguna La Cruz,estuario,Indefinido
2020-10-10T00:00:00Z,Acacia,GT 15867,Chelonia mydas,1,75.9,84,Laguna La Cruz,estuario,Hembra
2020-10-10T00:00:00Z,Vale,GT 15869,Chelonia mydas,1,64.5,66.1,Laguna La Cruz,estuario,Indefinido
2020-10-11T00:00:00Z,Cherizada,GT 15871,Chelonia mydas,2,59,64,Isla San Pedro Mártir,isla,Indefinido
2020-10-11T00:00:00Z,Tulusa,GT 15873,Chelonia mydas,1,64,67.5,Isla San Pedro Mártir,isla,Indefinido
2020-10-11T00:00:00Z,Marbella,GT 15875,Chelonia mydas,1,66,72.5,Isla San Pedro Mártir,isla,Indefinido
2020-10-18T00:00:00Z,Sicaria,GT 15877,Chelonia mydas,1,61,64,Isla San Pedro Mártir,isla,Indefinido
2020-10-22T00:00:00Z,Phil,GT 15879,Chelonia mydas,1,66.5,73.5,Laguna La Cruz,estuario,Indefinido
2020-10-22T00:00:00Z,Alfoncina,GT 15881,Chelonia mydas,1,76.5,81.5,Laguna La Cruz,estuario,Hembra
2020-10-22T00:00:00Z,Russell,GT 15883,Chelonia mydas,1,64,65.5,Laguna La Cruz,estuario,Indefinido
2020-10-22T00:00:00Z,Martha,GT 15885,Chelonia mydas,1,76,76.5,Laguna La Cruz,estuario,Hembra
2020-10-24T00:00:00Z,Jaquelie,GT 15886,Chelonia mydas,1,65,65.3,Isla San Pedro Mártir,isla,Indefinido
2020-11-07T00:00:00Z,X,X,NA,9,NA,NA,Laguna La Cruz,estuario,NA
2020-11-07T00:00:00Z,Jorge,GT 15888,Chelonia mydas,1,61,67.3,Laguna La Cruz,estuario,Indefinido
2020-11-07T00:00:00Z,Linda,GT 15891,Chelonia mydas,1,53.5,56,Laguna La Cruz,estuario,Indefinido
2020-11-22T00:00:00Z,Victor Hugo,GT 15892,Chelonia mydas,1,62.5,64,Laguna La Cruz,estuario,Indefinido
2020-11-22T00:00:00Z,Noa,GT 15894,Chelonia mydas,1,62.8,61,Laguna La Cruz,estuario,Indefinido
2020-11-22T00:00:00Z,Astrid Becerra,GT 15896,Chelonia mydas,1,74,81,Laguna La Cruz,estuario,Hembra
2020-11-26T00:00:00Z,Gris,,Chelonia mydas,7,58.8,61,Isla San Pedro Mártir,isla,Indefinido
2020-11-26T00:00:00Z,Lisa - recaptura,GT 11558,Chelonia mydas,1,52.5,56.8,Isla San Pedro Mártir,isla,Indefinido
2020-12-08T00:00:00Z,Brown - recaptura,GT 10193,Chelonia mydas,1,75.7,83,Laguna La Cruz,estuario,Hembra
2020-12-08T00:00:00Z,Miramar,GT 16900,Chelonia mydas,1,65.5,68.8,Laguna La Cruz,estuario,Indefinido
2020-12-08T00:00:00Z,Carlota,GT 16904,Chelonia mydas,1,57.5,64,Laguna La Cruz,estuario,Indefinido
2020-12-08T00:00:00Z,Rutila,GT 16902,Chelonia mydas,1,74.9,76.6,Laguna La Cruz,estuario,Hembra
2020-12-08T00:00:00Z,Cochiwera,GT 16906,Chelonia mydas,2,65.5,66.9,Laguna La Cruz,estuario,Indefinido
2020-12-21T00:00:00Z,Anguel,GT 16908,Chelonia mydas,2,62.5,66.2,Laguna La Cruz,estuario,Indefinido
2020-12-21T00:00:00Z,Rebeca L.,GT 16910,Chelonia mydas,2,64.3,61.5,Laguna La Cruz,estuario,Indefinido
2020-12-22T00:00:00Z,Sofia M.,GT 16912,Chelonia mydas,1,48,52.2,Isla San Pedro Mártir,isla,Indefinido
2020-12-22T00:00:00Z,Karina M.,GT 16914,Chelonia mydas,1,60,61,Isla San Pedro Mártir,isla,Indefinido
2020-12-22T00:00:00Z,S.U.T.S.M.H.,GT 16916,Chelonia mydas,1,71,76.7,Isla San Pedro Mártir,isla,Hembra
2020-12-22T00:00:00Z,Zeke,GT 16918,Chelonia mydas,1,53,57,Isla San Pedro Mártir,isla,Indefinido
2020-12-22T00:00:00Z,Eiva Carlos,GT 16920,Chelonia mydas,1,55.3,54.5,Isla San Pedro Mártir,isla,Indefinido
2021-02-20T00:00:00Z,Kristel -recaptura,GT 15826,Chelonia mydas,3,56.9,63.5,Laguna La Cruz,estuario,Indefinido
2021-02-20T00:00:00Z,Gladys - Recapura,GT 16922,Chelonia mydas,1,68.2,74.3,Laguna La Cruz,estuario,Hembra
2021-02-20T00:00:00Z,Karin,GT 16923,Chelonia mydas,1,64,67,Laguna La Cruz,estuario,Indefinido
2021-03-06T00:00:00Z,Mikey- recaptura,GT 12300,Chelonia mydas,1,66,66.5,Laguna La Cruz,estuario,Indefinido
2021-03-06T00:00:00Z,Zoe,GT 16926,Chelonia mydas,1,66,70,Laguna La Cruz,estuario,Indefinido
2021-03-06T00:00:00Z,Gera Moreno,GT 16928,Chelonia mydas,1,66.5,70,Laguna La Cruz,estuario,Indefinido
2021-03-06T00:00:00Z,San Guacho.,GT 16930,Chelonia mydas,1,68,73.8,Laguna La Cruz,estuario,Indefinido
2021-03-06T00:00:00Z,Tostikino,GT 15812,Chelonia mydas,2,65.5,67,Laguna La Cruz,estuario,Indefinido
2021-03-06T00:00:00Z,Erick Glomski,GT 16931,Chelonia mydas,2,62.5,65.8,Laguna La Cruz,estuario,Indefinido
2021-03-14T00:00:00Z,Ivanica,GT 16933,Chelonia mydas,1,57.3,58.5,Laguna La Cruz,estuario,Indefinido
2021-03-21T00:00:00Z,Bolla,GT 16936,Chelonia mydas,1,58.3,60,Laguna La Cruz,estuario,Indefinido
2021-03-21T00:00:00Z,Jesus Ariel,GT 16938,Chelonia mydas,1,60.5,62.5,Laguna La Cruz,estuario,Indefinido
2021-03-21T00:00:00Z,Diva-recaptura,GT 10164,Chelonia mydas,1,78,83.7,Laguna La Cruz,estuario,Hembra
2021-03-21T00:00:00Z,Violerta,GT 16940,Chelonia mydas,1,77.9,84.6,Laguna La Cruz,estuario,Hembra
2021-03-21T00:00:00Z,Alicia-recaptura,GT 12249,Chelonia mydas,2,58.8,59.9,Laguna La Cruz,estuario,Indefinido
2021-03-21T00:00:00Z,Hector Adrian,GT 16942,Chelonia mydas,2,58.3,64.6,Laguna La Cruz,estuario,Indefinido
2021-04-05T00:00:00Z,Viky - recaptura,GT 12219,Chelonia mydas,2,76,80.5,Laguna La Cruz,estuario,Hembra
2021-04-05T00:00:00Z,Cami,GT 16943,Chelonia mydas,1,56.3,60,Laguna La Cruz,estuario,Indefinido
2021-04-22T00:00:00Z,Valentin,GT 16946,Caretta caretta,1,64,69,Sargento,estuario,Indefinido
2021-05-04T00:00:00Z,Bebe Diego,GT 16947,Chelonia mydas,1,61,62,Laguna La Cruz,estuario,Indefinido
2021-05-04T00:00:00Z,Tom,GT 16950,Chelonia mydas,1,68,71.5,Laguna La Cruz,estuario,Indefinido
2021-05-04T00:00:00Z,Elvia,GT 16951,Chelonia mydas,1,68.2,70,Laguna La Cruz,estuario,Indefinido
2021-05-04T00:00:00Z,China,GT 16953,Chelonia mydas,1,74,76.5,Laguna La Cruz,estuario,Hembra
2021-05-04T00:00:00Z,Jandy,GT 16955,Chelonia mydas,1,67,68.5,Laguna La Cruz,estuario,Indefinido
2021-05-04T00:00:00Z,Rebeca L.,GT 16910,Chelonia mydas,2,63.5,61.5,Laguna La Cruz,estuario,Indefinido
2021-05-04T00:00:00Z,Valiente,GT 16957,Chelonia mydas,1,66.8,73.5,Laguna La Cruz,estuario,Indefinido
2021-05-04T00:00:00Z,Popeye,GT 16959,Chelonia mydas,1,66.5,68.5,Laguna La Cruz,estuario,Indefinido
2021-05-04T00:00:00Z,Mairym,GT 16961,Chelonia mydas,1,64.5,70,Laguna La Cruz,estuario,Indefinido
2021-05-20T00:00:00Z,Tay,GT 16964,Chelonia mydas,1,72.2,78.5,Laguna La Cruz,estuario,Hembra
2021-05-20T00:00:00Z,Ema,GT 16966,Chelonia mydas,2,60,64.5,Laguna La Cruz,estuario,Indefinido
2021-05-20T00:00:00Z,Claudia - recaptura,GT 5224,Chelonia mydas,2,73,80,Laguna La Cruz,estuario,Hembra
2021-05-20T00:00:00Z,Gloria,GT 16969,Chelonia mydas,2,60,63.5,Laguna La Cruz,estuario,Indefinido
2021-05-20T00:00:00Z,Irma,GT 16971,Chelonia mydas,1,66.4,72.5,Laguna La Cruz,estuario,Indefinido
2021-05-20T00:00:00Z,Isabel recaptura,GT 10868,Chelonia mydas,2,83.5,91,Laguna La Cruz,estuario,Hembra
2021-05-20T00:00:00Z,Lic,GT 16973,Chelonia mydas,1,71.5,77,Laguna La Cruz,estuario,Hembra
2021-05-20T00:00:00Z,Neithan,GT 11584,Chelonia mydas,1,71.2,76.5,Laguna La Cruz,estuario,Hembra
2021-05-20T00:00:00Z,Tadeo,GT 16975,Chelonia mydas,1,59,60,Laguna La Cruz,estuario,Indefinido
2021-05-20T00:00:00Z,Gruñon,GT 16976,Chelonia mydas,1,68.2,71.5,Laguna La Cruz,estuario,Indefinido
2021-05-20T00:00:00Z,Sammy,GT 16978,Chelonia mydas,1,70,75.5,Laguna La Cruz,estuario,Hembra
2021-05-20T00:00:00Z,Lidia-recaptura,GT 11588,Chelonia mydas,1,66.5,70,Laguna La Cruz,estuario,Indefinido
2021-05-20T00:00:00Z,Tutifrui-recaptura,GT 12286,Chelonia mydas,2,59,62.7,Laguna La Cruz,estuario,Indefinido
2021-05-20T00:00:00Z,Que loca- recaptura,GT 12227,Chelonia mydas,2,73,76.5,Laguna La Cruz,estuario,Hembra
2021-05-20T00:00:00Z,Thaisa,GT 16981,Chelonia mydas,1,54,58.5,Laguna La Cruz,estuario,Indefinido
2021-05-20T00:00:00Z,Italia,GT 16983,Chelonia mydas,1,62.5,66,Laguna La Cruz,estuario,Indefinido
2021-05-20T00:00:00Z,Thiam,GT 16985,Chelonia mydas,1,55,59.5,Laguna La Cruz,estuario,Indefinido
2021-05-20T00:00:00Z,Trom,GT 16987,Chelonia mydas,1,71.7,73.6,Laguna La Cruz,estuario,Hembra
2021-05-20T00:00:00Z,Nano,GT 16989,Chelonia mydas,2,58.6,64.2,Laguna La Cruz,estuario,Indefinido
2021-05-20T00:00:00Z,Ripol-recaptura,GT 15859,Chelonia mydas,2,68,71,Laguna La Cruz,estuario,Indefinido
NA,Recod,GT 16991,Chelonia mydas,1,55.5,53,Laguna La Cruz,estuario,Indefinido
2021-06-10T00:00:00Z,Chuma,GT 16992,Lepidochelys olivacea,1,71,64.8,Playa,playa,Hembra
2021-06-30T00:00:00Z,Pata de mula,GT 17805,Chelonia mydas,1,68.2,69.7,Laguna La Cruz,estuario,Indefinido
2021-06-30T00:00:00Z,Flor,GT 178O7,Chelonia mydas,1,69,72,Laguna La Cruz,estuario,Indefinido
2021-06-30T00:00:00Z,Pancha - recaptura,GT 8014,Chelonia mydas,2,65.5,70,Laguna La Cruz,estuario,Indefinido
2021-06-30T00:00:00Z,Elsa,GT 16998,Chelonia mydas,1,77.5,82,Laguna La Cruz,estuario,Hembra
